county_name,state_name,total_acres,avg_acres_per_decade,num_decades,urbanization_rate,scenario,scenario_description,spatial_level,time_period,generated_date
Benton County,Oregon,218698.55,8747.94,5,43739.71,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Rutland County,Vermont,218266.84,10913.34,5,43653.37,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Kenton County,Kentucky,218144.71,10907.24,5,43628.94,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Washington County,Ohio,217953.86,10897.69,5,43590.77,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Midland County,Michigan,217670.96,10883.55,5,43534.19,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Granville County,North Carolina,217607.24,10880.36,5,43521.45,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Polk County,Wisconsin,217490.53,10874.53,5,43498.11,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Harrison County,West Virginia,217259.97,10863.0,5,43451.99,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Windsor County,Vermont,216273.43,10813.67,5,43254.69,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Sheridan County,Wyoming,216256.4,8650.26,5,43251.28,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Santa Cruz County,Arizona,215815.49,8632.62,5,43163.1,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Christian County,Kentucky,215742.3,10787.12,5,43148.46,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Forrest County,Mississippi,215395.34,10769.77,5,43079.07,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Miami County,Ohio,215384.38,10769.22,5,43076.88,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Watauga County,North Carolina,215349.24,10767.46,5,43069.85,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Bedford County,Pennsylvania,215233.67,10761.68,5,43046.73,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Tuolumne County,California,215165.91,8606.64,5,43033.18,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lawrence County,Pennsylvania,215112.06,10755.6,5,43022.41,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
St. Joseph County,Michigan,214828.7,10741.43,5,42965.74,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Darke County,Ohio,214784.91,10739.25,5,42956.98,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Hockley County,Texas,214718.93,10735.95,5,42943.79,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Ferry County,Washington,214494.06,8579.76,5,42898.81,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
De Soto Parish,Louisiana,214472.36,8578.89,5,42894.47,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Menominee County,Michigan,214141.17,10707.06,5,42828.23,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Newberry County,South Carolina,213966.44,10698.32,5,42793.29,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Autauga County,Alabama,213665.63,10683.28,5,42733.13,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Colfax County,New Mexico,213609.17,8544.37,5,42721.83,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lafourche Parish,Louisiana,213544.42,8541.78,5,42708.88,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Washington County,Maine,213282.93,14218.86,5,42656.59,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Walla Walla County,Washington,212989.26,8519.57,5,42597.85,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Caldwell County,Texas,212898.99,8515.96,5,42579.8,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Columbia County,New York,212808.6,10640.43,5,42561.72,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Washington County,New York,212359.44,10617.97,5,42471.89,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Thomas County,Georgia,211953.29,10597.66,5,42390.66,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Aitkin County,Minnesota,211714.58,10585.73,5,42342.92,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Ware County,Georgia,211683.96,10584.2,5,42336.79,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Salem County,New Jersey,211109.97,10555.5,5,42221.99,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Delaware County,Indiana,210771.85,10538.59,5,42154.37,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Tompkins County,New York,210738.74,10536.94,5,42147.75,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
McCracken County,Kentucky,210652.92,10532.65,5,42130.58,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Eau Claire County,Wisconsin,210610.45,10530.52,5,42122.09,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Independence County,Arkansas,210423.32,10521.17,5,42084.66,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Park County,Wyoming,210355.46,8414.22,5,42071.09,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Waldo County,Maine,210002.06,10500.1,5,42000.41,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Chambers County,Texas,209662.28,8386.49,5,41932.46,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Atascosa County,Texas,209544.51,8381.78,5,41908.9,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Stokes County,North Carolina,209478.3,10473.91,5,41895.66,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Clarke County,Alabama,209403.64,13960.24,5,41880.73,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Sussex County,Virginia,208858.19,13923.88,5,41771.64,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Chester County,South Carolina,208588.8,10429.44,5,41717.76,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Camden County,Missouri,208203.73,10410.19,5,41640.75,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Marshall County,Mississippi,208109.53,10405.48,5,41621.91,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Monongalia County,West Virginia,207882.96,10394.15,5,41576.59,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Moffat County,Colorado,207741.36,8309.65,5,41548.27,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Cherokee County,South Carolina,207556.41,10377.82,5,41511.28,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lyon County,Nevada,207451.92,8298.08,5,41490.38,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Ward County,North Dakota,207409.48,8296.38,5,41481.9,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Dubuque County,Iowa,207337.75,10366.89,5,41467.55,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Park County,Colorado,207015.56,8280.62,5,41403.11,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Franklin County,Washington,206918.52,8276.74,5,41383.7,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Delta County,Michigan,206112.56,10305.63,5,41222.51,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Cass County,North Dakota,206097.71,8243.91,5,41219.54,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Crawford County,Michigan,206034.64,10301.73,5,41206.93,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Buckingham County,Virginia,206015.49,10300.77,5,41203.1,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Hawkins County,Tennessee,205952.95,10297.65,5,41190.59,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Caroline County,Virginia,205765.32,10288.27,5,41153.06,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Polk County,Oregon,205744.45,8229.78,5,41148.89,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Preston County,West Virginia,205721.64,10286.08,5,41144.33,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Hot Spring County,Arkansas,205565.52,10278.28,5,41113.1,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Bonneville County,Idaho,204939.91,8197.6,5,40987.98,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Clarke County,Georgia,204905.85,10245.29,5,40981.17,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lonoke County,Arkansas,204825.92,10241.3,5,40965.18,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Pine County,Minnesota,204713.16,10235.66,5,40942.63,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Schenectady County,New York,204645.38,10232.27,5,40929.08,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Adams County,Wisconsin,204023.36,10201.17,5,40804.67,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Bryan County,Oklahoma,203975.37,8159.01,5,40795.07,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Upshur County,Texas,203262.21,13550.81,5,40652.44,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Meriwether County,Georgia,203139.61,13542.64,5,40627.92,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Marengo County,Alabama,203074.61,10153.73,5,40614.92,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Barbour County,Alabama,203015.54,10150.78,5,40603.11,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Columbia County,Arkansas,203012.45,13534.16,5,40602.49,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Covington County,Alabama,202611.75,10130.59,5,40522.35,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Portage County,Wisconsin,201873.47,10093.67,5,40374.69,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Huntingdon County,Pennsylvania,201645.36,10082.27,5,40329.07,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wilson County,North Carolina,201611.41,10080.57,5,40322.28,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Taylor County,Texas,201562.97,8062.52,5,40312.59,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Worcester County,Maryland,201451.0,10072.55,5,40290.2,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Payne County,Oklahoma,201254.38,8050.18,5,40250.88,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Dixie County,Florida,201135.47,10056.77,5,40227.09,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lincoln County,Oklahoma,200809.54,8032.38,5,40161.91,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wayne County,Georgia,200782.91,10039.15,5,40156.58,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
San Juan County,Utah,200653.99,8026.16,5,40130.8,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Newaygo County,Michigan,200627.71,10031.39,5,40125.54,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Suffolk city,Virginia,200558.25,10027.91,5,40111.65,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Clark County,Indiana,200497.15,10024.86,5,40099.43,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lenoir County,North Carolina,200417.7,10020.89,5,40083.54,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Cascade County,Montana,200340.0,8013.6,5,40068.0,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
McKean County,Pennsylvania,199913.17,9995.66,5,39982.63,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Navarro County,Texas,199128.89,7965.16,5,39825.78,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
La Crosse County,Wisconsin,198841.03,9942.05,5,39768.21,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lincoln Parish,Louisiana,198761.63,9938.08,5,39752.33,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Culpeper County,Virginia,198722.21,9936.11,5,39744.44,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Palo Pinto County,Texas,198701.21,7948.05,5,39740.24,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Kent County,Rhode Island,198561.52,9928.08,5,39712.3,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Acadia Parish,Louisiana,198449.72,9922.49,5,39689.94,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Queen Anne's County,Maryland,198318.86,9915.94,5,39663.77,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Houghton County,Michigan,197952.91,9897.65,5,39590.58,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Sequoyah County,Oklahoma,197806.5,7912.26,5,39561.3,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Roosevelt County,New Mexico,197771.04,9888.55,5,39554.21,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Chenango County,New York,197587.0,9879.35,5,39517.4,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Waupaca County,Wisconsin,197559.64,9877.98,5,39511.93,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
St. Francois County,Missouri,197495.36,9874.77,5,39499.07,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Washington County,Virginia,197485.12,9874.26,5,39497.02,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
